2024-06-30 15:19:52,976 INFO    StreamThr :73178 [internal.py:wandb_internal():87] W&B internal server running at pid: 73178, started at: 2024-06-30 15:19:52.976287
2024-06-30 15:19:52,977 DEBUG   HandlerThread:73178 [handler.py:handle_request():144] handle_request: status
2024-06-30 15:19:52,978 INFO    WriterThread:73178 [datastore.py:open_for_write():85] open: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151952-wbe8fp8z/run-wbe8fp8z.wandb
2024-06-30 15:19:52,979 DEBUG   SenderThread:73178 [sender.py:send():334] send: header
2024-06-30 15:19:52,982 DEBUG   SenderThread:73178 [sender.py:send():334] send: run
2024-06-30 15:19:53,256 INFO    SenderThread:73178 [dir_watcher.py:__init__():216] watching files in: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151952-wbe8fp8z/files
2024-06-30 15:19:53,256 INFO    SenderThread:73178 [sender.py:_start_run_threads():1065] run started: wbe8fp8z with start time 1719778792.975511
2024-06-30 15:19:53,256 DEBUG   SenderThread:73178 [sender.py:send_request():361] send_request: summary_record
2024-06-30 15:19:53,257 INFO    SenderThread:73178 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-06-30 15:19:53,257 DEBUG   HandlerThread:73178 [handler.py:handle_request():144] handle_request: check_version
2024-06-30 15:19:53,257 DEBUG   SenderThread:73178 [sender.py:send_request():361] send_request: check_version
2024-06-30 15:19:53,341 DEBUG   HandlerThread:73178 [handler.py:handle_request():144] handle_request: run_start
2024-06-30 15:19:53,367 DEBUG   HandlerThread:73178 [system_info.py:__init__():31] System info init
2024-06-30 15:19:53,367 DEBUG   HandlerThread:73178 [system_info.py:__init__():46] System info init done
2024-06-30 15:19:53,367 INFO    HandlerThread:73178 [system_monitor.py:start():151] Starting system monitor
2024-06-30 15:19:53,367 INFO    SystemMonitor:73178 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-06-30 15:19:53,367 INFO    HandlerThread:73178 [system_monitor.py:probe():172] Collecting system info
2024-06-30 15:19:53,368 INFO    SystemMonitor:73178 [interfaces.py:start():168] Started cpu
2024-06-30 15:19:53,368 INFO    SystemMonitor:73178 [interfaces.py:start():168] Started disk
2024-06-30 15:19:53,369 INFO    SystemMonitor:73178 [interfaces.py:start():168] Started gpu
2024-06-30 15:19:53,369 INFO    SystemMonitor:73178 [interfaces.py:start():168] Started memory
2024-06-30 15:19:53,369 INFO    SystemMonitor:73178 [interfaces.py:start():168] Started network
2024-06-30 15:19:53,379 DEBUG   HandlerThread:73178 [system_info.py:probe():195] Probing system
2024-06-30 15:19:53,400 DEBUG   HandlerThread:73178 [system_info.py:_probe_git():180] Probing git
2024-06-30 15:19:53,406 DEBUG   HandlerThread:73178 [system_info.py:_probe_git():188] Probing git done
2024-06-30 15:19:53,406 DEBUG   HandlerThread:73178 [system_info.py:probe():241] Probing system done
2024-06-30 15:19:53,406 DEBUG   HandlerThread:73178 [system_monitor.py:probe():181] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-06-30T20:19:53.379936', 'startedAt': '2024-06-30T20:19:52.970714', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/multirun/2024-06-30/15-19-49/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/rawilwgu/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '56d5cd19f4030f2c4dcff49417530260d2d9538d'}, 'email': None, 'root': '/home/rawilwgu/Project-Build-an-ML-Pipeline-Starter', 'host': 'Galadriel', 'username': 'rawilwgu', 'executable': '/home/rawilwgu/miniconda3/envs/mlflow-38d125378780b724e555676b401b3ff88134b4f4/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4200.004999999999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 15.112701416015625}, 'gpu': 'NVIDIA GeForce GTX 1660 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1660 SUPER', 'memory_total': 6442450944}], 'memory': {'total': 7.700336456298828}}
2024-06-30 15:19:53,406 INFO    HandlerThread:73178 [system_monitor.py:probe():182] Finished collecting system info
2024-06-30 15:19:53,406 INFO    HandlerThread:73178 [system_monitor.py:probe():185] Publishing system info
2024-06-30 15:19:53,406 DEBUG   HandlerThread:73178 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-30 15:19:53,406 DEBUG   HandlerThread:73178 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-30 15:19:53,406 DEBUG   HandlerThread:73178 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
