2024-06-30 15:14:22,313 INFO    StreamThr :71689 [internal.py:wandb_internal():87] W&B internal server running at pid: 71689, started at: 2024-06-30 15:14:22.313459
2024-06-30 15:14:22,314 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: status
2024-06-30 15:14:22,316 INFO    WriterThread:71689 [datastore.py:open_for_write():85] open: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151422-owtr5w2q/run-owtr5w2q.wandb
2024-06-30 15:14:22,317 DEBUG   SenderThread:71689 [sender.py:send():334] send: header
2024-06-30 15:14:22,321 DEBUG   SenderThread:71689 [sender.py:send():334] send: run
2024-06-30 15:14:22,601 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: check_version
2024-06-30 15:14:22,601 INFO    SenderThread:71689 [dir_watcher.py:__init__():216] watching files in: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151422-owtr5w2q/files
2024-06-30 15:14:22,601 INFO    SenderThread:71689 [sender.py:_start_run_threads():1065] run started: owtr5w2q with start time 1719778462.313037
2024-06-30 15:14:22,601 DEBUG   SenderThread:71689 [sender.py:send_request():361] send_request: summary_record
2024-06-30 15:14:22,601 INFO    SenderThread:71689 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-06-30 15:14:22,601 DEBUG   SenderThread:71689 [sender.py:send_request():361] send_request: check_version
2024-06-30 15:14:22,688 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: run_start
2024-06-30 15:14:22,744 DEBUG   HandlerThread:71689 [system_info.py:__init__():31] System info init
2024-06-30 15:14:22,744 DEBUG   HandlerThread:71689 [system_info.py:__init__():46] System info init done
2024-06-30 15:14:22,744 INFO    HandlerThread:71689 [system_monitor.py:start():151] Starting system monitor
2024-06-30 15:14:22,745 INFO    SystemMonitor:71689 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-06-30 15:14:22,745 INFO    HandlerThread:71689 [system_monitor.py:probe():172] Collecting system info
2024-06-30 15:14:22,746 INFO    SystemMonitor:71689 [interfaces.py:start():168] Started cpu
2024-06-30 15:14:22,747 INFO    SystemMonitor:71689 [interfaces.py:start():168] Started disk
2024-06-30 15:14:22,748 INFO    SystemMonitor:71689 [interfaces.py:start():168] Started gpu
2024-06-30 15:14:22,750 INFO    SystemMonitor:71689 [interfaces.py:start():168] Started memory
2024-06-30 15:14:22,750 INFO    SystemMonitor:71689 [interfaces.py:start():168] Started network
2024-06-30 15:14:22,762 DEBUG   HandlerThread:71689 [system_info.py:probe():195] Probing system
2024-06-30 15:14:22,783 DEBUG   HandlerThread:71689 [system_info.py:_probe_git():180] Probing git
2024-06-30 15:14:22,789 DEBUG   HandlerThread:71689 [system_info.py:_probe_git():188] Probing git done
2024-06-30 15:14:22,789 DEBUG   HandlerThread:71689 [system_info.py:probe():241] Probing system done
2024-06-30 15:14:22,789 DEBUG   HandlerThread:71689 [system_monitor.py:probe():181] {'os': 'Linux-5.15.133.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.19', 'heartbeatAt': '2024-06-30T20:14:22.762517', 'startedAt': '2024-06-30T20:14:22.308109', 'docker': None, 'cuda': None, 'args': ('--trainval_artifact', 'trainval_data.csv:latest', '--val_size', '0.2', '--random_seed', '42', '--stratify_by', 'neighbourhood_group', '--rf_config', '/home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/multirun/2024-06-30/15-13-34/0/rf_config.json', '--max_tfidf_features', '5', '--output_artifact', 'random_forest_export'), 'state': 'running', 'program': '/home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/run.py', 'codePath': 'src/train_random_forest/run.py', 'git': {'remote': 'https://github.com/rawilwgu/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '56d5cd19f4030f2c4dcff49417530260d2d9538d'}, 'email': None, 'root': '/home/rawilwgu/Project-Build-an-ML-Pipeline-Starter', 'host': 'Galadriel', 'username': 'rawilwgu', 'executable': '/home/rawilwgu/miniconda3/envs/mlflow-38d125378780b724e555676b401b3ff88134b4f4/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4200.004999999999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}, {'current': 4200.005, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 15.11031723022461}, 'gpu': 'NVIDIA GeForce GTX 1660 SUPER', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1660 SUPER', 'memory_total': 6442450944}], 'memory': {'total': 7.700336456298828}}
2024-06-30 15:14:22,789 INFO    HandlerThread:71689 [system_monitor.py:probe():182] Finished collecting system info
2024-06-30 15:14:22,789 INFO    HandlerThread:71689 [system_monitor.py:probe():185] Publishing system info
2024-06-30 15:14:22,789 DEBUG   HandlerThread:71689 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-06-30 15:14:22,789 DEBUG   HandlerThread:71689 [system_info.py:_save_pip():67] Saving pip packages done
2024-06-30 15:14:22,789 DEBUG   HandlerThread:71689 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-06-30 15:14:23,600 INFO    Thread-12 :71689 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151422-owtr5w2q/files/wandb-summary.json
2024-06-30 15:14:23,600 INFO    Thread-12 :71689 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151422-owtr5w2q/files/conda-environment.yaml
2024-06-30 15:14:23,600 INFO    Thread-12 :71689 [dir_watcher.py:_on_file_created():275] file/dir created: /home/rawilwgu/Project-Build-an-ML-Pipeline-Starter/src/train_random_forest/wandb/run-20240630_151422-owtr5w2q/files/requirements.txt
2024-06-30 15:14:23,755 DEBUG   HandlerThread:71689 [system_info.py:_save_conda():86] Saving conda packages done
2024-06-30 15:14:23,755 INFO    HandlerThread:71689 [system_monitor.py:probe():187] Finished publishing system info
2024-06-30 15:14:23,757 DEBUG   SenderThread:71689 [sender.py:send():334] send: files
2024-06-30 15:14:23,757 INFO    SenderThread:71689 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-06-30 15:14:23,762 DEBUG   SenderThread:71689 [sender.py:send():334] send: telemetry
2024-06-30 15:14:23,763 DEBUG   SenderThread:71689 [sender.py:send():334] send: config
2024-06-30 15:14:23,764 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: stop_status
2024-06-30 15:14:23,764 DEBUG   SenderThread:71689 [sender.py:send_request():361] send_request: stop_status
2024-06-30 15:14:23,856 DEBUG   SenderThread:71689 [sender.py:send():334] send: config
2024-06-30 15:14:24,076 DEBUG   SenderThread:71689 [sender.py:send():334] send: use_artifact
2024-06-30 15:14:24,168 INFO    Thread-15 :71689 [upload_job.py:push():143] Uploaded file /tmp/tmp9zmxshbiwandb/4e8wasum-wandb-metadata.json
2024-06-30 15:14:24,363 DEBUG   SenderThread:71689 [sender.py:send():334] send: exit
2024-06-30 15:14:24,363 INFO    SenderThread:71689 [sender.py:send_exit():557] handling exit code: 1
2024-06-30 15:14:24,363 INFO    SenderThread:71689 [sender.py:send_exit():559] handling runtime: 1
2024-06-30 15:14:24,363 INFO    SenderThread:71689 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-06-30 15:14:24,363 INFO    SenderThread:71689 [sender.py:send_exit():565] send defer
2024-06-30 15:14:24,364 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: defer
2024-06-30 15:14:24,364 INFO    HandlerThread:71689 [handler.py:handle_request_defer():170] handle defer: 0
2024-06-30 15:14:24,364 DEBUG   SenderThread:71689 [sender.py:send_request():361] send_request: defer
2024-06-30 15:14:24,364 INFO    SenderThread:71689 [sender.py:send_request_defer():581] handle sender defer: 0
2024-06-30 15:14:24,364 INFO    SenderThread:71689 [sender.py:transition_state():585] send defer: 1
2024-06-30 15:14:24,364 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: defer
2024-06-30 15:14:24,364 INFO    HandlerThread:71689 [handler.py:handle_request_defer():170] handle defer: 1
2024-06-30 15:14:24,364 DEBUG   SenderThread:71689 [sender.py:send_request():361] send_request: defer
2024-06-30 15:14:24,364 INFO    SenderThread:71689 [sender.py:send_request_defer():581] handle sender defer: 1
2024-06-30 15:14:24,364 INFO    SenderThread:71689 [sender.py:transition_state():585] send defer: 2
2024-06-30 15:14:24,364 DEBUG   HandlerThread:71689 [handler.py:handle_request():144] handle_request: defer
2024-06-30 15:14:24,364 INFO    HandlerThread:71689 [handler.py:handle_request_defer():170] handle defer: 2
2024-06-30 15:14:24,364 INFO    HandlerThread:71689 [system_monitor.py:finish():161] Stopping system monitor
